Tag	dynamicColors	mergedColors
C12orf65	black	darkgreen
C12orf66	black	darkgreen
C12orf73	black	darkgreen
C12orf75	grey	grey
C12orf76	black	darkgreen
C14orf119	grey	grey
C14orf132	grey	grey
C14orf28	grey	grey
C14orf93	turquoise	darkgreen
C15orf39	darkred	darkgreen
C15orf40	darkred	darkgreen
C15orf41	ivory	darkgreen
C15orf48	brown	brown
C15orf61	darkred	darkgreen
C15orf62	ivory	darkgreen
C15orf65	green	green
C16orf46	tan	darkgreen
C16orf54	violet	brown
C16orf58	skyblue3	darkgreen
C16orf70	tan	darkgreen
C16orf71	green	green
C16orf72	skyblue3	darkgreen
C16orf74	grey	grey
C16orf86	tan	darkgreen
C16orf87	tan	darkgreen
C16orf89	grey	grey
C16orf91	lightsteelblue1	lightsteelblue1
C17orf100	lightyellow	darkgreen
C17orf107	lightyellow	darkgreen
C17orf113	turquoise	darkgreen
C17orf49	grey	grey
C17orf50	brown	brown
C17orf58	grey	grey
C17orf67	grey	grey
C17orf75	darkturquoise	darkgreen
C17orf80	bisque4	bisque4
C17orf97	lightyellow	darkgreen
C18orf21	honeydew1	darkgreen
C18orf25	honeydew1	darkgreen
C18orf32	grey	grey
C18orf54	honeydew1	darkgreen
C19orf12	grey	grey
C19orf18	grey	grey
C19orf25	orangered4	orangered4
C19orf33	grey	grey
C19orf38	brown	brown
C19orf44	salmon4	salmon4
C19orf47	darkgrey	darkgrey
C19orf48	white	paleturquoise
C19orf53	thistle2	salmon4
C19orf54	darkgrey	darkgrey
C19orf57	salmon4	salmon4
C19orf71	turquoise	darkgreen
C19orf73	grey	grey
C19orf81	grey	grey
C19orf84	grey	grey
C1D	cyan	darkgreen
C1GALT1	thistle1	darkgreen
C1GALT1C1	salmon	darkgreen
C1GALT1C1L	grey	grey
C1QA	brown	brown
C1QB	brown	brown
C1QBP	lightyellow	darkgreen
C1QC	brown	brown
C1QL1	grey	grey
C1QL3	grey	grey
C1QL4	grey	grey
C1QTNF1	blue	blue
C1QTNF12	grey	grey
C1QTNF2	blue	blue
C1QTNF3	blue	blue
C1QTNF4	grey	grey
C1QTNF6	blue	blue
C1QTNF7	blue	blue
C1R	brown	brown
C1RL	brown4	brown4
C1S	brown	brown
C1orf109	pink	darkgreen
C1orf112	yellow	yellow
C1orf115	grey	grey
C1orf116	grey	grey
C1orf122	grey	grey
C1orf131	lightcyan	darkgreen
C1orf158	green	green
C1orf159	pink	darkgreen
C1orf162	brown	brown
C1orf174	pink	darkgreen
C1orf189	green	green
C1orf194	green	green
C1orf198	lightcyan	darkgreen
C1orf21	grey	grey
C1orf210	grey	grey
C1orf216	pink	darkgreen
C1orf226	turquoise	darkgreen
C1orf35	grey	grey
C1orf43	grey	grey
C1orf50	grey	grey
C1orf52	grey	grey
C1orf53	grey	grey
C1orf54	brown	brown
C1orf56	grey	grey
C1orf74	lightcyan	darkgreen
C2	brown	brown
C20orf144	skyblue3	darkgreen
C20orf194	navajowhite2	navajowhite2
C20orf204	grey	grey
C20orf27	navajowhite2	navajowhite2
C20orf85	green	green
C20orf96	navajowhite2	navajowhite2
C21orf58	turquoise	darkgreen
C21orf91	grey	grey
C22orf23	green	green
C22orf39	grey60	darkgreen
C2CD2	turquoise	darkgreen
C2CD2L	yellowgreen	darkgreen
C2CD3	darkolivegreen	darkgreen
C2CD4A	grey	grey
C2CD4B	grey	grey
C2CD4D	grey	grey
C2CD5	brown4	brown4
C2CD6	grey	grey
C2orf15	grey	grey
C2orf16	cyan	darkgreen
C2orf42	cyan	darkgreen
C2orf49	cyan	darkgreen
C2orf50	green	green
C2orf68	cyan	darkgreen
C2orf69	steelblue	darkgreen
C2orf72	grey	grey
C2orf74	grey	grey
C2orf76	grey	grey
C2orf88	grey	grey
C2orf92	red	red
C3	brown	brown
C3AR1	brown	brown
C3orf14	grey	grey
C3orf18	purple	darkgreen
C3orf33	sienna3	darkgreen
C3orf38	cyan	darkgreen
C3orf52	grey	grey
C3orf62	purple	darkgreen
C3orf67	green	green
C3orf70	blue	blue
C3orf80	blue	blue
C4A	brown	brown
C4B	grey	grey
C4orf19	grey	grey
C4orf3	darkgreen	darkgreen
C4orf33	darkgreen	darkgreen
C4orf36	darkgreen	darkgreen
C4orf46	darkgreen	darkgreen
C4orf47	green	green
C4orf48	grey	grey
C4orf54	green	green
C5	midnightblue	darkgreen
C5AR1	brown	brown
C5orf15	saddlebrown	darkgreen
C5orf22	turquoise	darkgreen
C5orf24	saddlebrown	darkgreen
C5orf30	saddlebrown	darkgreen
C5orf34	yellow	yellow
C5orf46	blue	blue
C5orf49	green	green
C5orf51	turquoise	darkgreen
C5orf63	grey	grey
C6orf118	green	green
C6orf120	lightcyan1	darkgreen
C6orf132	magenta	darkgreen
C6orf136	magenta	darkgreen
C6orf15	grey	grey
C6orf223	grey	grey
C6orf226	magenta	darkgreen
C6orf47	magenta	darkgreen
C6orf52	grey	grey
C6orf62	magenta	darkgreen
C6orf89	magenta	darkgreen
C7	blue	blue
C7orf26	thistle1	darkgreen
C7orf31	thistle1	darkgreen
C7orf50	grey	grey
C7orf57	green	green
C7orf61	grey	grey
C8G	red	red
C8orf33	lavenderblush3	lavenderblush3
C8orf37	grey	grey
C8orf48	grey	grey
C8orf58	palevioletred3	palevioletred3
C8orf76	plum2	plum2
C8orf82	lavenderblush3	lavenderblush3
C8orf88	grey	grey
C9orf116	green	green
C9orf135	green	green
C9orf152	grey	grey
C9orf16	turquoise	darkgreen
C9orf24	green	green
C9orf40	yellow	yellow
C9orf43	midnightblue	darkgreen
C9orf50	grey	grey
C9orf64	midnightblue	darkgreen
C9orf72	darkslateblue	darkslateblue
C9orf78	lightgreen	darkgreen
C9orf85	midnightblue	darkgreen
C9orf92	grey	grey
CA11	grey	grey
CA12	grey	grey
CA13	grey	grey
CA14	grey	grey
CA2	grey	grey
CA3	grey	grey
CA5B	salmon	darkgreen
CA8	grey	grey
CA9	grey	grey
CAAP1	darkslateblue	darkslateblue
CAB39	turquoise	darkgreen
CAB39L	skyblue	darkgreen
CABCOCO1	green	green
CABIN1	grey60	darkgreen
CABLES1	turquoise	darkgreen
CABLES2	orange	darkgreen
CABP4	grey	grey
CABP7	grey	grey
CABYR	grey	grey
CACFD1	lightgreen	darkgreen
CACHD1	turquoise	darkgreen
CACNA1A	salmon4	salmon4
CACNA1B	grey	grey
CACNA1C	blue	blue
CACNA1D	turquoise	darkgreen
CACNA1E	grey	grey
CACNA1F	grey	grey
CACNA1G	blue	blue
CACNA1H	blue	blue
CACNA2D1	blue	blue
CACNA2D2	turquoise	darkgreen
CACNA2D3	grey	grey
CACNA2D4	brown	brown
CACNB1	red	red
CACNB3	red	red
CACNG1	grey	grey
CACNG4	grey	grey
CACTIN	orangered4	orangered4
CACUL1	turquoise	darkgreen
CACYBP	lightcyan	darkgreen
CAD	cyan	darkgreen
CADM1	grey	grey
CADM3	blue	blue
CADM4	paleturquoise	paleturquoise
CADPS2	grey	grey
CALB2	blue	blue
CALCOCO1	turquoise	darkgreen
CALCOCO2	bisque4	bisque4
CALCRL	blue	blue
CALD1	blue	blue
CALHM2	brown	brown
CALHM3	grey	grey
CALHM5	blue	blue
CALHM6	brown	brown
CALM1	greenyellow	darkgreen
CALM2	cyan	darkgreen
CALM3	paleturquoise	paleturquoise
CALML4	darkred	darkgreen
CALML5	grey	grey
CALR	thistle2	salmon4
CALU	blue	blue
CAMK1	brown	brown
CAMK1D	grey	grey
CAMK1G	grey	grey
CAMK2B	grey	grey
CAMK2D	darkgreen	darkgreen
CAMK2G	turquoise	darkgreen
CAMK2N1	blue	blue
CAMK2N2	grey	grey
CAMKK1	lightyellow	darkgreen
CAMKK2	black	darkgreen
CAMKMT	grey	grey
CAMLG	plum1	darkgreen
CAMSAP1	lightgreen	darkgreen
CAMSAP2	lightcyan	darkgreen
CAMSAP3	orangered4	orangered4
CAMTA1	grey	grey
CAMTA2	lightyellow	darkgreen
CAND1	black	darkgreen
CAND2	turquoise	darkgreen
CANT1	mediumpurple3	bisque4
CANX	plum1	darkgreen
CAP1	pink	darkgreen
CAP2	magenta	darkgreen
CAPG	brown	brown
CAPN1	darkolivegreen	darkgreen
CAPN10	turquoise	darkgreen
CAPN12	darkgrey	darkgrey
CAPN13	grey	grey
CAPN15	lightsteelblue1	lightsteelblue1
CAPN2	turquoise	darkgreen
CAPN5	grey	grey
CAPN6	grey	grey
CAPN7	purple	darkgreen
CAPN8	grey	grey
CAPN9	grey	grey
CAPNS1	darkgrey	darkgrey
CAPRIN1	darkorange2	darkgreen
CAPRIN2	red	red
CAPS	green	green
CAPS2	green	green
CAPSL	green	green
CAPZA1	turquoise	darkgreen
CAPZA2	turquoise	darkgreen
CAPZB	pink	darkgreen
CARD10	grey60	darkgreen
CARD11	brown	brown
CARD14	grey	grey
CARD16	brown	brown
CARD17	violet	brown
CARD19	brown	brown
CARD6	brown	brown
CARD8	white	paleturquoise
CARD9	brown	brown
CARF	turquoise	darkgreen
CARHSP1	grey	grey
CARM1	thistle2	salmon4
CARMIL1	magenta	darkgreen
CARMIL2	grey	grey
CARMIL3	grey	grey
CARNMT1	midnightblue	darkgreen
CARNS1	grey	grey
CARS2	skyblue	darkgreen
CASC1	green	green
CASC3	darkturquoise	darkgreen
CASC4	ivory	darkgreen
CASD1	turquoise	darkgreen
CASK	salmon	darkgreen
CASKIN1	lightsteelblue1	lightsteelblue1
CASKIN2	mediumpurple3	bisque4
CASP1	brown	brown
CASP10	turquoise	darkgreen
CASP2	darkseagreen4	darkgreen
CASP3	darkgreen	darkgreen
CASP4	brown	brown
CASP6	darkgreen	darkgreen
CASP7	brown	brown
CASP8	turquoise	darkgreen
CASP8AP2	maroon	darkgreen
CASP9	pink	darkgreen
CASQ1	grey	grey
CASQ2	blue	blue
CASS4	brown	brown
CAST	saddlebrown	darkgreen
CASTOR1	grey	grey
CASTOR2	turquoise	darkgreen
CASTOR3	red	red
CASZ1	pink	darkgreen
CAT	darkorange2	darkgreen
CATIP	green	green
CATSPER2	red	red
CATSPER3	grey	grey
CATSPERB	grey	grey
CATSPERE	red	red
CATSPERG	darkgrey	darkgrey
CAV1	blue	blue
CAV2	blue	blue
CAVIN1	blue	blue
CAVIN2	blue	blue
CAVIN3	blue	blue
CAVIN4	turquoise	darkgreen
CBARP	blue	blue
CBFA2T2	orange	darkgreen
CBFA2T3	grey	grey
CBFB	tan	darkgreen
CBL	yellowgreen	darkgreen
CBLB	turquoise	darkgreen
CBLC	grey	grey
CBLL1	turquoise	darkgreen
CBLN3	grey	grey
CBLN4	blue	blue
CBR1	darkmagenta	darkmagenta
CBR3	brown	brown
CBR4	darkgreen	darkgreen
CBS	grey	grey
CBSL	grey	grey
CBWD1	darkslateblue	darkslateblue
CBWD2	turquoise	darkgreen
CBX1	darkturquoise	darkgreen
CBX2	turquoise	darkgreen
CBX3	thistle1	darkgreen
CBX4	skyblue3	darkgreen
CBX5	black	darkgreen
CBX6	turquoise	darkgreen
CBX7	grey60	darkgreen
CBX8	turquoise	darkgreen
CBY1	grey	grey
CBY3	red	red
CC2D1A	salmon4	salmon4
CC2D1B	brown	brown
CC2D2A	green	green
CCAR1	steelblue	darkgreen
CCAR2	palevioletred3	palevioletred3
CCBE1	blue	blue
CCDC102A	tan	darkgreen
CCDC102B	blue	blue
CCDC106	white	paleturquoise
CCDC107	darkslateblue	darkslateblue
CCDC110	grey	grey
CCDC112	saddlebrown	darkgreen
CCDC113	green	green
CCDC114	green	green
CCDC115	grey	grey
CCDC117	grey60	darkgreen
CCDC12	grey	grey
CCDC120	turquoise	darkgreen
CCDC121	cyan	darkgreen
CCDC122	skyblue	darkgreen
CCDC124	grey	grey
CCDC125	saddlebrown	darkgreen
CCDC126	thistle1	darkgreen
CCDC127	turquoise	darkgreen
CCDC130	salmon4	salmon4
CCDC134	grey60	darkgreen
CCDC136	grey	grey
CCDC137	mediumpurple3	bisque4
CCDC138	turquoise	darkgreen
CCDC14	red	red
CCDC142	turquoise	darkgreen
CCDC146	grey	grey
CCDC148	green	green
CCDC149	royalblue	darkgreen
CCDC15	yellowgreen	darkgreen
CCDC150	yellow	yellow
CCDC151	green	green
CCDC152	grey	grey
CCDC153	green	green
CCDC154	red	red
CCDC157	grey60	darkgreen
CCDC159	grey	grey
CCDC160	grey	grey
CCDC163	grey	grey
CCDC167	magenta	darkgreen
CCDC17	green	green
CCDC170	green	green
CCDC173	green	green
CCDC174	purple	darkgreen
CCDC18	red	red
CCDC181	green	green
CCDC183	grey	grey
CCDC184	blue	blue
CCDC186	turquoise	darkgreen
CCDC187	green	green
CCDC188	green	green
CCDC189	green	green
CCDC191	green	green
CCDC194	darkmagenta	darkmagenta
CCDC200	brown	brown
CCDC22	grey	grey
CCDC24	green	green
CCDC25	palevioletred3	palevioletred3
CCDC27	turquoise	darkgreen
CCDC28A	lightcyan1	darkgreen
CCDC28B	grey	grey
CCDC3	grey	grey
CCDC30	green	green
CCDC32	ivory	darkgreen
CCDC33	green	green
CCDC34	yellow	yellow
CCDC39	green	green
CCDC40	green	green
CCDC43	darkturquoise	darkgreen
CCDC47	bisque4	bisque4
CCDC50	lightpink4	darkgreen
CCDC51	grey	grey
CCDC57	mediumpurple3	bisque4
CCDC58	grey	grey
CCDC59	black	darkgreen
CCDC6	turquoise	darkgreen
CCDC61	paleturquoise	paleturquoise
CCDC65	green	green
CCDC66	purple	darkgreen
CCDC68	grey	grey
CCDC69	brown	brown
CCDC71	purple	darkgreen
CCDC71L	brown	brown
CCDC74A	green	green
CCDC74B	green	green
CCDC77	brown4	brown4
CCDC78	green	green
CCDC8	paleturquoise	paleturquoise
CCDC80	blue	blue
CCDC82	yellowgreen	darkgreen
CCDC84	red	red
CCDC85A	grey	grey
CCDC85B	grey	grey
CCDC85C	greenyellow	darkgreen
CCDC86	darkolivegreen	darkgreen
CCDC87	green	green
CCDC88A	lightcyan	darkgreen
CCDC88B	brown	brown
CCDC88C	greenyellow	darkgreen
CCDC89	green	green
CCDC9	paleturquoise	paleturquoise
CCDC90B	grey	grey
CCDC91	brown4	brown4
CCDC92	black	darkgreen
CCDC93	turquoise	darkgreen
CCDC96	green	green
CCDC97	paleturquoise	paleturquoise
CCDC9B	ivory	darkgreen
CCER2	red	red
CCHCR1	magenta	darkgreen
CCIN	grey	grey
CCKBR	grey	grey
CCL11	blue	blue
CCL13	brown	brown
CCL17	violet	brown
CCL18	brown	brown
CCL19	violet	brown
CCL2	brown	brown
CCL20	grey	grey
CCL21	blue	blue
CCL22	violet	brown
CCL24	grey	grey
CCL25	grey	grey
CCL26	blue	blue
CCL28	grey	grey
CCL3	brown	brown
CCL4	brown	brown
CCL4L2	brown	brown
CCL5	violet	brown
CCL7	brown	brown
CCL8	brown	brown
CCM2	thistle1	darkgreen
CCM2L	grey	grey
CCN1	blue	blue
CCN2	blue	blue
CCN3	grey	grey
CCN4	blue	blue
CCN5	blue	blue
CCN6	grey	grey
CCNA1	grey	grey
CCNA2	yellow	yellow
CCNB1	yellow	yellow
CCNB1IP1	turquoise	darkgreen
CCNB2	yellow	yellow
CCNC	maroon	darkgreen
CCND1	grey	grey
CCND2	turquoise	darkgreen
CCND3	magenta	darkgreen
CCNDBP1	ivory	darkgreen
CCNE1	yellow	yellow
CCNE2	yellow	yellow
CCNF	yellow	yellow
CCNG1	plum1	darkgreen
CCNG2	royalblue	darkgreen
CCNH	saddlebrown	darkgreen
CCNI	royalblue	darkgreen
CCNI2	grey	grey
CCNJ	floralwhite	darkgreen
CCNJL	turquoise	darkgreen
CCNK	greenyellow	darkgreen
CCNL1	red	red
CCNL2	pink	darkgreen
CCNO	green	green
CCNQ	grey	grey
CCNT1	black	darkgreen
CCNT2	turquoise	darkgreen
CCNY	turquoise	darkgreen
CCNYL1	turquoise	darkgreen
CCP110	skyblue3	darkgreen
CCPG1	grey	grey
CCR1	brown	brown
CCR10	grey	grey
CCR2	violet	brown
CCR4	violet	brown
CCR5	brown	brown
CCR7	violet	brown
CCR8	brown	brown
CCRL2	brown	brown
CCS	grey	grey
CCSAP	lightcyan	darkgreen
CCSER2	floralwhite	darkgreen
CCT2	black	darkgreen
CCT3	turquoise	darkgreen
CCT4	cyan	darkgreen
CCT5	turquoise	darkgreen
CCT6A	turquoise	darkgreen
